timestamp_utc,gpu_used_mib,gpu_total_mib,gpu_util_percent,process_rss_kib
2026/09/02 22:19:24.365, 21191, 95830, 0,7431128
2026/09/02 22:19:39.444, 21191, 95830, 0,7357220
2026/09/02 22:19:54.520, 21191, 95830, 0,9885184
2026/09/02 22:20:09.604, 21191, 95830, 0,7202328
2026/09/02 22:20:24.678, 21191, 95830, 0,15915368
2026/09/02 22:20:39.764, 21191, 95830, 0,11643088
2026/09/02 22:20:54.854, 21191, 95830, 0,8168332
2026/09/02 22:21:09.936, 21191, 95830, 0,7465240
2026/09/02 22:21:25.017, 21191, 95830, 0,7546780
2026/09/02 22:21:40.091, 21191, 95830, 0,15880536
2026/09/02 22:21:55.176, 21191, 95830, 0,14325896
2026/09/02 22:22:10.254, 21191, 95830, 0,13879832
2026/09/02 22:22:25.332, 21191, 95830, 0,7323464
2026/09/02 22:22:40.401, 21191, 95830, 0,15508420
2026/09/02 22:22:55.478, 21191, 95830, 0,12772976
2026/09/02 22:23:10.570, 21191, 95830, 0,8021960
2026/09/02 22:23:25.653, 21191, 95830, 0,7681916
2026/09/02 22:23:40.737, 21191, 95830, 87,7833064
2026/09/02 22:23:55.811, 21191, 95830, 0,7468148
2026/09/02 22:24:10.888, 21191, 95830, 0,7540440
2026/09/02 22:24:25.969, 21191, 95830, 0,7520992
2026/09/02 22:24:41.041, 21191, 95830, 0,16088616
2026/09/02 22:24:56.121, 21191, 95830, 0,13684300
2026/09/02 22:25:11.211, 21191, 95830, 0,8329600
2026/09/02 22:25:26.302, 21191, 95830, 0,7797136
2026/09/02 22:25:41.384, 21191, 95830, 0,7922780
2026/09/02 22:25:56.461, 21191, 95830, 0,13806060
2026/09/02 22:26:11.545, 21191, 95830, 0,10407616
2026/09/02 22:26:26.625, 21191, 95830, 0,7860712
2026/09/02 22:26:41.706, 21191, 95830, 0,7973932
2026/09/02 22:26:56.779, 21191, 95830, 0,7961056
2026/09/02 22:27:11.862, 21191, 95830, 0,13895488
2026/09/02 22:27:26.941, 21191, 95830, 0,11987892
2026/09/02 22:27:42.019, 21191, 95830, 15,8191944
2026/09/02 22:27:57.107, 21191, 95830, 0,7959620
2026/09/02 22:28:12.187, 21191, 95830, 0,7920424
2026/09/02 22:28:27.266, 21191, 95830, 0,7959932
2026/09/02 22:28:42.344, 21191, 95830, 0,15343424
2026/09/02 22:28:57.419, 21191, 95830, 0,10480796
2026/09/02 22:29:12.510, 21191, 95830, 0,8163416
2026/09/02 22:29:27.591, 21191, 95830, 0,8400924
2026/09/02 22:29:42.668, 21193, 95830, 0,17114188
2026/09/02 22:29:57.752, 21193, 95830, 0,7949296
2026/09/02 22:30:12.827, 21193, 95830, 0,9416184
2026/09/02 22:30:27.904, 21193, 95830, 0,14002716
2026/09/02 22:30:42.978, 21193, 95830, 0,14825236
2026/09/02 22:30:58.056, 21193, 95830, 0,8182816
2026/09/02 22:31:13.132, 21193, 95830, 0,8292344
2026/09/02 22:31:28.201, 21193, 95830, 0,16352176
2026/09/02 22:31:43.282, 21193, 95830, 0,9796844
2026/09/02 22:31:58.367, 21193, 95830, 0,8049980
2026/09/02 22:32:13.448, 21193, 95830, 0,8077904
2026/09/02 22:32:28.524, 21193, 95830, 0,8239244
